.	Basic Statistics	Per Base Sequence Quality	Per Tile Sequence Quality	Per Sequence Quality Scores	Per Base Sequence Content	Per Sequence GC Content	Per Base N Content	Sequence Length Distribution	Sequence Duplication Levels	Overrepresented Sequences	Adapter Content
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG39 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG39_1	1	1	1	1	0.25	0.5	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG39 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG39_2	1	1	0.25	1	0.25	0.5	1	1	0.5	0.5	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG40 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG40_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG40 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG40_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG41 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG41_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG41 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG41_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG42 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG42_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG42 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG42_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43_2	1	1	0.25	1	0.5	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44_1	1	1	1	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44_2	1	1	0.25	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG47 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG47_1	1	1	1	1	0.5	0.5	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG47 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG47_2	1	1	0.25	1	0.5	0.5	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG49 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG49_1	1	1	1	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG49 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG49_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG50 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG50_1	1	1	1	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG50 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG50_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG51 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG51_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG51 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG51_2	1	1	0.25	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG52 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG52_1	1	1	1	1	0.25	1	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG52 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG52_2	1	1	0.25	1	0.25	1	1	1	0.25	0.5	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG53 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG53_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG53 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG53_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG54 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG54_1	1	1	1	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG54 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG54_2	1	1	0.25	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG55 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG55_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG55 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG55_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG56 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG56_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG56 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG56_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG57 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG57_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG57 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG57_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG58 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG58_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG58 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG58_2	1	1	0.25	1	0.5	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG59 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG59_1	1	1	1	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG59 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG59_2	1	1	0.25	1	0.5	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG60 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG60_1	1	1	1	1	0.5	0.25	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG60 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG60_2	1	1	0.25	1	0.5	0.25	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG61 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG61_1	1	1	1	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG61 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG61_2	1	1	0.25	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG62 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG62_1	1	1	1	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG62 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG62_2	1	1	0.25	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG7 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG7_1	1	1	1	1	0.25	0.5	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG7 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG7_2	1	1	0.25	1	0.25	0.5	1	1	0.5	0.5	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG8 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG8_1	1	1	1	1	0.25	0.5	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG8 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG8_2	1	1	0.25	1	0.25	0.5	1	1	0.25	0.5	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG100 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG100_1	1	1	1	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG100 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG100_2	1	1	0.25	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG101 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG101_1	1	1	1	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG101 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG101_2	1	1	0.25	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG102 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG102_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG102 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG102_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG103 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG103_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG103 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG103_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG104 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG104_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG104 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG104_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG105 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG105_1	1	1	1	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG105 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG105_2	1	1	0.25	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG63 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG63_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG63 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG63_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG64 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG64_1	1	1	1	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG64 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG64_2	1	1	0.25	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG65 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG65_1	1	1	1	1	0.5	0.5	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG65 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG65_2	1	1	0.25	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG66 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG66_1	1	1	1	1	0.25	1	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG66 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG66_2	1	1	0.25	1	0.25	1	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG67 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG67_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG67 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG67_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG68 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG68_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG68 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG68_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG69 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG69_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG69 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG69_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG70 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG70_1	1	1	1	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG70 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG70_2	1	1	0.25	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG71 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG71_1	1	1	1	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG71 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG71_2	1	1	0.25	1	0.5	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75_2	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76_1	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76_2	1	1	0.25	1	0.5	1	1	1	1	1	1
